"","x"
"6138","D"
"6139","L"
"6140","L"
"6141","D"
"6142","D"
"6143","W"
"6144","L"
"6145","L"
"6146","W"
"6147","W"
"6148","D"
"6149","W"
"6150","W"
"6151","D"
"6152","D"
"6153","D"
"6154","L"
"6155","L"
"6156","W"
"6157","L"
"6158","W"
"6159","L"
"6160","D"
"6161","L"
"6162","W"
"6163","D"
"6164","W"
"6165","D"
"6166","W"
"6167","L"
"6168","D"
"6169","D"
"6170","L"
"6171","W"
"6172","D"
"6173","L"
"6174","W"
"6175","L"
"6176","L"
"6177","L"
"6178","W"
"6179","D"
"6180","W"
"6181","W"
"6182","W"
"6183","L"
"6184","W"
"6185","L"
"6186","W"
"6187","D"
"6188","D"
"6189","W"
"6190","W"
"6191","L"
"6192","L"
"6193","W"
"6194","L"
"6195","L"
"6196","L"
"6197","L"
"6198","L"
"6199","L"
"6200","L"
"6201","L"
"6202","W"
"6203","W"
"6204","L"
"6205","D"
"6206","L"
"6207","W"
"6208","W"
"6209","W"
"6210","W"
"6211","L"
"6212","D"
"6213","L"
"6214","L"
"6215","L"
"6216","W"
"6217","W"
"6218","D"
"6219","D"
"6220","D"
"6221","W"
"6222","W"
"6223","D"
"6224","D"
"6225","D"
"6226","W"
"6227","D"
"6228","W"
"6229","W"
"6230","W"
"6231","L"
"6232","L"
"6233","D"
"6234","L"
"6235","D"
"6236","L"
"6237","L"
"6238","D"
"6239","L"
"6240","W"
"6241","W"
"6242","W"
"6243","L"
"6244","L"
"6245","W"
"6246","D"
"6247","L"
"6248","W"
"6249","W"
"6250","W"
"6251","D"
"6252","D"
"6253","L"
"6254","D"
"6255","D"
"6256","W"
"6257","L"
"6258","D"
"6259","W"
"6260","L"
"6261","L"
"6262","W"
"6263","L"
"6264","L"
"6265","L"
"6266","D"
"6267","L"
"6268","D"
"6269","W"
"6270","L"
"6271","W"
"6272","L"
"6273","L"
"6274","D"
"6275","W"
"6276","W"
"6277","L"
"6278","D"
"6279","D"
"6280","L"
"6281","L"
"6282","D"
"6283","L"
"6284","L"
"6285","W"
"6286","W"
"6287","W"
"6288","W"
"6289","W"
"6290","W"
"6291","L"
"6292","L"
"6293","D"
"6294","L"
"6295","L"
"6296","W"
"6297","D"
"6298","L"
"6299","W"
"6300","D"
"6301","L"
"6302","L"
"6303","L"
"6304","L"
"6305","W"
"6306","L"
"6307","D"
"6308","D"
"6309","D"
"6310","L"
"6311","L"
"6312","W"
"6313","W"
"6314","D"
"6315","L"
"6316","L"
"6317","W"
"6318","W"
"6319","D"
"6320","W"
"6321","L"
"6322","L"
"6323","L"
"6324","L"
"6325","W"
"6326","D"
"6327","D"
"6328","D"
"6329","L"
"6330","D"
"6331","W"
"6332","W"
"6333","W"
"6334","W"
"6335","D"
"6336","W"
"6337","W"
"6338","W"
"6339","W"
"6340","L"
"6341","L"
"6342","L"
"6343","W"
"6344","D"
"6345","W"
"6346","L"
"6347","L"
"6348","D"
"6349","D"
"6350","D"
"6351","W"
"6352","L"
"6353","D"
"6354","D"
"6355","D"
"6356","D"
"6357","D"
"6358","L"
"6359","L"
"6360","W"
"6361","W"
"6362","L"
"6363","D"
"6364","L"
"6365","L"
"6366","W"
"6367","L"
"6368","D"
"6369","W"
"6370","L"
"6371","W"
"6372","L"
"6373","L"
"6374","L"
"6375","D"
"6376","L"
"6377","W"
"6378","D"
"6379","W"
"6380","W"
"6381","W"
"6382","L"
"6383","W"
"6384","L"
"6385","L"
"6386","D"
"6387","D"
"6388","L"
"6389","L"
"6390","L"
"6391","W"
"6392","W"
"6393","W"
"6394","D"
"6395","L"
"6396","L"
"6397","L"
"6398","D"
"6399","L"
"6400","W"
"6401","L"
"6402","W"
"6403","W"
"6404","L"
"6405","L"
"6406","D"
"6407","L"
"6408","L"
"6409","W"
"6410","L"
"6411","L"
"6412","L"
"6413","L"
"6414","D"
"6415","L"
"6416","W"
"6417","L"
"6418","L"
"6419","D"
"6420","W"
"6421","D"
"6422","D"
"6423","L"
"6424","L"
"6425","L"
"6426","W"
"6427","L"
"6428","W"
"6429","L"
"6430","W"
"6431","D"
"6432","W"
"6433","L"
"6434","W"
"6435","D"
"6436","D"
"6437","W"
"6438","L"
"6439","L"
"6440","D"
"6441","L"
"6442","W"
"6443","D"
"6444","L"
"6445","W"
"6446","D"
"6447","D"
"6448","W"
"6449","L"
"6450","L"
"6451","L"
"6452","L"
"6453","D"
"6454","L"
"6455","W"
"6456","L"
"6457","W"
"6458","L"
"6459","W"
"6460","W"
"6461","L"
"6462","W"
"6463","L"
"6464","L"
"6465","L"
"6466","L"
"6467","L"
"6468","L"
"6469","L"
"6470","L"
"6471","L"
"6472","D"
"6473","L"
"6474","W"
"6475","L"
"6476","D"
"6477","L"
"6478","L"
"6479","D"
"6480","W"
"6481","W"
"6482","W"
"6483","L"
"6484","W"
"6485","L"
"6486","L"
"6487","D"
"6488","L"
"6489","W"
"6490","W"
"6491","L"
"6492","W"
"6493","D"
"6494","D"
"6495","L"
"6496","D"
"6497","L"
"6498","L"
"6499","D"
"6500","L"
"6501","D"
"6502","L"
"6503","L"
"6504","L"
"6505","D"
"6506","L"
"6507","D"
"6508","L"
"6509","L"
"6510","L"
"6511","L"
"6512","W"
"6513","L"
"6514","D"
"6515","L"
"6516","D"
"6517","L"
"6518","L"
"6519","D"
"6520","L"
"6521","W"
"6522","D"
"6523","D"
"6524","W"
"6525","D"
"6526","L"
"6527","L"
"6528","L"
"6529","D"
"6530","D"
"6531","W"
"6532","W"
"6533","L"
"6534","D"
"6535","W"
"6536","W"
"6537","W"
"6538","L"
"6539","L"
"6540","L"
"6541","L"
"6542","L"
"6543","L"
"6544","L"
"6545","W"
"6546","D"
"6547","L"
"6548","D"
"6549","L"
"6550","D"
"6551","L"
"6552","L"
"6553","D"
"6554","L"
"6555","L"
"6556","L"
"6557","L"
"6558","W"
"6559","L"
"6560","D"
"6561","L"
"6562","L"
"6563","L"
"6564","W"
"6565","D"
"6566","W"
"6567","W"
"6568","W"
"6569","W"
"6570","W"
"6571","W"
"6572","W"
"6573","W"
"6574","W"
"6575","W"
"6576","W"
"6577","W"
"6578","W"
"6579","W"
"6580","W"
"6581","W"
"6582","W"
"6583","W"
"6584","W"
"6585","W"
"6586","L"
"6587","L"
"6588","L"
"6589","W"
"6590","D"
"6591","W"
"6592","W"
"6593","W"
"6594","W"
"6595","W"
"6596","W"
"6597","L"
"6598","W"
"6599","W"
"6600","W"
"6601","D"
"6602","W"
"6603","D"
"6604","W"
"6605","W"
"6606","W"
"6607","W"
"6608","W"
"6609","D"
"6610","W"
"6611","W"
"6612","W"
"6613","W"
"6614","L"
"6615","W"
"6616","L"
"6617","W"
"6618","W"
"6619","W"
"6620","W"
"6621","W"
"6622","D"
"6623","W"
"6624","W"
"6625","W"
"6626","W"
"6627","W"
"6628","W"
"6629","W"
"6630","W"
"6631","W"
"6632","W"
"6633","W"
"6634","W"
"6635","D"
"6636","W"
"6637","W"
"6638","D"
"6639","W"
"6640","L"
"6641","W"
"6642","L"
"6643","L"
"6644","W"
"6645","W"
"6646","W"
"6647","W"
"6648","W"
"6649","W"
"6650","W"
"6651","W"
"6652","W"
"6653","W"
"6654","W"
"6655","W"
"6656","W"
"6657","W"
"6658","W"
"6659","W"
"6660","W"
"6661","W"
"6662","W"
"6663","L"
"6664","W"
"6665","W"
"6666","W"
"6667","D"
"6668","L"
"6669","W"
"6670","W"
"6671","W"
"6672","W"
"6673","W"
"6674","W"
"6675","W"
"6676","W"
"6677","W"
"6678","D"
"6679","W"
"6680","W"
"6681","W"
"6682","W"
"6683","W"
"6684","W"
"6685","W"
"6686","D"
"6687","W"
"6688","W"
"6689","W"
"6690","W"
"6691","W"
"6692","W"
"6693","W"
"6694","D"
"6695","W"
"6696","W"
"6697","W"
"6698","W"
"6699","W"
"6700","W"
"6701","W"
"6702","D"
"6703","W"
"6704","L"
"6705","W"
"6706","W"
"6707","L"
"6708","D"
"6709","W"
"6710","W"
"6711","L"
"6712","W"
"6713","W"
"6714","W"
"6715","W"
"6716","L"
"6717","W"
"6718","W"
"6719","W"
"6720","D"
"6721","W"
"6722","W"
"6723","W"
"6724","W"
"6725","W"
"6726","W"
"6727","W"
"6728","W"
"6729","W"
"6730","W"
"6731","W"
"6732","W"
"6733","L"
"6734","W"
"6735","D"
"6736","D"
"6737","W"
"6738","W"
"6739","W"
"6740","W"
"6741","W"
"6742","L"
"6743","W"
"6744","W"
"6745","L"
"6746","W"
"6747","W"
"6748","W"
"6749","W"
"6750","W"
"6751","W"
"6752","L"
"6753","D"
"6754","L"
"6755","W"
"6756","W"
"6757","L"
"6758","L"
"6759","W"
"6760","W"
"6761","W"
"6762","W"
"6763","D"
"6764","W"
"6765","L"
"6766","W"
"6767","W"
"6768","W"
"6769","W"
"6770","W"
"6771","W"
"6772","D"
"6773","W"
"6774","W"
"6775","W"
"6776","L"
"6777","D"
"6778","D"
"6779","D"
"6780","D"
"6781","W"
"6782","W"
"6783","W"
"6784","W"
"6785","W"
"6786","W"
"6787","L"
"6788","D"
"6789","W"
"6790","W"
"6791","W"
"6792","W"
"6793","W"
"6794","W"
"6795","W"
"6796","W"
"6797","W"
"6798","D"
"6799","W"
"6800","L"
"6801","D"
"6802","W"
"6803","D"
"6804","W"
"6805","D"
"6806","D"
"6807","W"
"6808","W"
"6809","W"
"6810","D"
"6811","W"
"6812","L"
"6813","W"
"6814","D"
"6815","W"
"6816","L"
"6817","D"
"6818","W"
"6819","L"
"6820","W"
"6821","W"
"6822","W"
"6823","W"
"6824","W"
"6825","L"
"6826","D"
"6827","W"
"6828","D"
"6829","W"
"6830","W"
"6831","W"
"6832","L"
"6833","W"
"6834","W"
"6835","D"
"6836","W"
"6837","W"
"6838","W"
"6839","W"
"6840","D"
"6841","W"
"6842","W"
"6843","W"
"6844","W"
"6845","W"
"6846","W"
"6847","W"
"6848","L"
"6849","L"
"6850","W"
"6851","W"
"6852","W"
"6853","W"
"6854","W"
"6855","D"
"6856","W"
"6857","L"
"6858","W"
"6859","W"
"6860","W"
"6861","D"
"6862","W"
"6863","W"
"6864","D"
"6865","W"
"6866","W"
"6867","W"
"6868","W"
"6869","D"
"6870","W"
"6871","W"
"6872","D"
"6873","W"
"6874","L"
"6875","D"
"6876","W"
"6877","W"
"6878","W"
"6879","W"
"6880","W"
"6881","L"
"6882","D"
"6883","W"
"6884","W"
"6885","L"
"6886","W"
"6887","W"
"6888","W"
"6889","W"
"6890","W"
"6891","W"
"6892","W"
"6893","L"
"6894","D"
"6895","L"
"6896","L"
"6897","W"
"6898","L"
"6899","W"
"6900","W"
"6901","L"
"6902","W"
"6903","W"
"6904","W"
"6905","W"
"6906","D"
"6907","W"
"6908","D"
"6909","D"
"6910","W"
"6911","L"
"6912","W"
"6913","D"
"6914","W"
"6915","W"
"6916","W"
"6917","D"
"6918","W"
"6919","W"
"6920","L"
"6921","D"
"6922","L"
"6923","W"
"6924","L"
"6925","W"
"6926","W"
"6927","W"
"6928","W"
"6929","W"
"6930","D"
"6931","L"
"6932","D"
"6933","W"
"6934","D"
"6935","W"
"6936","W"
"6937","W"
"6938","W"
"6939","D"
"6940","D"
"6941","D"
"6942","W"
"6943","W"
"6944","W"
"6945","D"
"6946","W"
"6947","D"
"6948","D"
"6949","W"
"6950","W"
"6951","W"
"6952","W"
"6953","L"
"6954","D"
"6955","W"
"6956","W"
"6957","D"
"6958","W"
"6959","W"
"6960","W"
"6961","W"
"6962","D"
"6963","W"
"6964","W"
"6965","D"
"6966","W"
"6967","W"
"6968","W"
"6969","W"
"6970","D"
"6971","W"
"6972","W"
"6973","L"
"6974","W"
"6975","W"
"6976","W"
"6977","L"
"6978","L"
"6979","W"
"6980","W"
"6981","W"
"6982","W"
"6983","W"
"6984","L"
"6985","D"
"6986","W"
"6987","W"
"6988","W"
"6989","W"
"6990","W"
"6991","W"
"6992","D"
"6993","W"
"6994","W"
"6995","W"
"6996","L"
"6997","D"
"6998","D"
"6999","D"
"7000","W"
"7001","W"
"7002","D"
"7003","W"
"7004","W"
"7005","L"
"7006","L"
"7007","D"
"7008","W"
"7009","L"
"7010","W"
"7011","W"
"7012","W"
"7013","W"
"7014","D"
"7015","D"
"7016","L"
"7017","W"
"7018","W"
"7019","W"
"7020","W"
"7021","W"
"7022","L"
"7023","W"
"7024","L"
"7025","L"
"7026","D"
"7027","D"
"7028","W"
"7029","W"
"7030","D"
"7031","W"
"7032","D"
"7033","L"
"7034","W"
"7035","W"
"7036","L"
"7037","D"
"7038","W"
"7039","D"
"7040","W"
"7041","D"
"7042","W"
"7043","W"
"7044","D"
"7045","L"
"7046","W"
"7047","W"
"7048","W"
"7049","W"
"7050","W"
"7051","L"
"7052","D"
"7053","W"
"7054","L"
"7055","W"
"7056","W"
"7057","D"
"7058","W"
"7059","L"
"7060","D"
"7061","W"
"7062","W"
"7063","W"
"7064","W"
"7065","W"
"7066","D"
"7067","W"
"7068","W"
"7069","W"
"7070","W"
"7071","D"
"7072","D"
"7073","D"
"7074","W"
"7075","L"
"7076","W"
"7077","W"
"7078","D"
"7079","W"
"7080","L"
"7081","D"
"7082","W"
"7083","W"
"7084","D"
"7085","W"
"7086","W"
"7087","W"
"7088","W"
"7089","W"
"7090","W"
"7091","W"
"7092","L"
"7093","D"
"7094","D"
"7095","L"
"7096","W"
"7097","D"
"7098","W"
"7099","W"
"7100","L"
"7101","W"
"7102","W"
"7103","W"
"7104","D"
"7105","W"
"7106","L"
"7107","W"
"7108","D"
"7109","D"
"7110","D"
"7111","L"
"7112","W"
"7113","W"
"7114","W"
"7115","W"
"7116","W"
"7117","W"
"7118","W"
"7119","W"
"7120","W"
"7121","W"
"7122","D"
"7123","W"
"7124","W"
"7125","L"
"7126","W"
"7127","W"
"7128","W"
"7129","D"
"7130","D"
"7131","W"
"7132","W"
"7133","W"
"7134","L"
"7135","L"
"7136","W"
"7137","W"
"7138","W"
"7139","W"
"7140","W"
"7141","W"
"7142","D"
"7143","W"
"7144","L"
"7145","W"
"7146","W"
"7147","L"
"7148","D"
"7149","W"
"7150","D"
"7151","W"
"7152","L"
"7153","D"
"7154","W"
"7155","D"
"7156","W"
"7157","L"
"7158","W"
"7159","D"
"7160","W"
"7161","W"
"7162","W"
"7163","W"
"7164","W"
"7165","L"
"7166","W"
"7167","W"
"7168","W"
"7169","L"
"7170","L"
"7171","D"
"7172","L"
"7173","L"
"7174","D"
"7175","L"
"7176","W"
"7177","D"
"7178","D"
"7179","W"
"7180","D"
"7181","L"
"7182","W"
"7183","W"
"7184","W"
"7185","W"
"7186","L"
"7187","D"
"7188","W"
"7189","W"
"7190","D"
"7191","W"
"7192","W"
"7193","D"
"7194","D"
"7195","W"
"7196","L"
"7197","W"
"7198","W"
"7199","L"
"7200","L"
"7201","W"
"7202","D"
"7203","W"
"7204","L"
"7205","L"
"7206","W"
"7207","W"
"7208","W"
"7209","D"
"7210","W"
"7211","D"
"7212","W"
"7213","W"
"7214","L"
"7215","W"
"7216","L"
"7217","L"
"7218","D"
"7219","W"
"7220","W"
"7221","W"
"7222","L"
"7223","W"
"7224","L"
"7225","W"
"7226","L"
"7227","W"
"7228","W"
"7229","W"
"7230","D"
"7231","L"
"7232","W"
"7233","W"
"7234","W"
"7235","D"
"7236","W"
"7237","W"
"7238","W"
"7239","D"
"7240","W"
"7241","W"
"7242","D"
"7243","W"
"7244","L"
"7245","L"
"7246","L"
"7247","W"
"7248","D"
"7249","W"
"7250","L"
"7251","D"
"7252","W"
"7253","W"
"7254","D"
"7255","W"
"7256","W"
"7257","W"
"7258","L"
"7259","W"
"7260","D"
"7261","D"
"7262","L"
"7263","L"
"7264","L"
"7265","W"
"7266","L"
"7267","W"
"7268","L"
"7269","D"
"7270","W"
"7271","W"
"7272","W"
"7273","W"
"7274","D"
"7275","W"
"7276","D"
"7277","D"
"7278","W"
"7279","W"
"7280","W"
"7281","L"
"7282","W"
"7283","W"
"7284","L"
"7285","D"
"7286","L"
"7287","W"
"7288","D"
"7289","W"
"7290","L"
"7291","D"
"7292","W"
"7293","W"
"7294","W"
"7295","L"
"7296","L"
"7297","W"
"7298","L"
"7299","D"
"7300","L"
"7301","L"
"7302","W"
"7303","W"
"7304","W"
"7305","W"
"7306","W"
"7307","L"
"7308","L"
"7309","W"
"7310","L"
"7311","W"
"7312","L"
"7313","L"
"7314","W"
"7315","D"
"7316","D"
"7317","L"
"7318","W"
"7319","W"
"7320","D"
"7321","D"
"7322","D"
"7323","W"
"7324","W"
"7325","W"
"7326","W"
"7327","W"
"7328","W"
"7329","W"
"7330","D"
"7331","W"
"7332","W"
"7333","D"
"7334","L"
"7335","W"
"7336","W"
"7337","D"
"7338","W"
"7339","W"
"7340","D"
"7341","L"
"7342","W"
"7343","L"
"7344","D"
"7345","L"
"7346","D"
"7347","W"
"7348","W"
"7349","W"
"7350","W"
"7351","W"
"7352","D"
"7353","W"
"7354","W"
"7355","W"
"7356","L"
"7357","L"
"7358","W"
"7359","L"
"7360","W"
"7361","W"
"7362","D"
"7363","D"
"7364","D"
"7365","W"
"7366","W"
"7367","L"
"7368","W"
"7369","D"
"7370","W"
"7371","W"
"7372","L"
"7373","W"
"7374","W"
"7375","D"
"7376","D"
"7377","D"
"7378","L"
"7379","L"
"7380","W"
"7381","W"
"7382","W"
"7383","D"
"7384","L"
"7385","W"
"7386","L"
"7387","W"
"7388","W"
"7389","W"
"7390","W"
"7391","D"
"7392","L"
"7393","D"
"7394","W"
"7395","L"
"7396","L"
"7397","L"
"7398","W"
"7399","W"
"7400","D"
"7401","D"
"7402","L"
"7403","W"
"7404","L"
"7405","W"
"7406","W"
"7407","W"
"7408","W"
"7409","D"
"7410","D"
"7411","W"
"7412","L"
"7413","L"
"7414","D"
"7415","D"
"7416","L"
"7417","W"
"7418","W"
"7419","W"
"7420","D"
"7421","D"
"7422","W"
"7423","D"
"7424","W"
"7425","L"
"7426","W"
"7427","L"
"7428","L"
"7429","W"
"7430","L"
"7431","L"
"7432","W"
"7433","W"
"7434","W"
"7435","D"
"7436","W"
"7437","W"
"7438","D"
"7439","D"
"7440","W"
"7441","W"
"7442","L"
"7443","L"
"7444","W"
"7445","D"
"7446","L"
"7447","L"
"7448","L"
"7449","W"
"7450","D"
"7451","W"
"7452","L"
"7453","L"
"7454","D"
"7455","D"
"7456","W"
"7457","W"
"7458","W"
"7459","W"
"7460","W"
"7461","W"
"7462","D"
"7463","L"
"7464","W"
"7465","L"
"7466","W"
"7467","D"
"7468","D"
"7469","D"
"7470","W"
"7471","W"
"7472","L"
"7473","W"
"7474","W"
"7475","L"
"7476","L"
"7477","L"
"7478","D"
"7479","D"
"7480","W"
"7481","W"
"7482","L"
"7483","D"
"7484","L"
"7485","D"
"7486","L"
"7487","W"
"7488","L"
"7489","W"
"7490","D"
"7491","W"
"7492","L"
"7493","L"
"7494","L"
"7495","W"
"7496","W"
"7497","L"
"7498","W"
"7499","W"
"7500","L"
"7501","W"
"7502","W"
"7503","L"
"7504","D"
"7505","W"
"7506","L"
"7507","D"
"7508","W"
"7509","W"
"7510","W"
"7511","W"
"7512","W"
"7513","W"
"7514","W"
"7515","W"
"7516","W"
"7517","W"
"7518","L"
"7519","L"
"7520","W"
"7521","W"
"7522","D"
"7523","D"
"7524","W"
"7525","W"
"7526","L"
"7527","D"
"7528","W"
"7529","W"
"7530","L"
"7531","W"
"7532","W"
"7533","D"
"7534","D"
"7535","L"
"7536","W"
"7537","D"
"7538","W"
"7539","D"
"7540","L"
"7541","D"
"7542","W"
"7543","W"
"7544","W"
"7545","L"
"7546","L"
"7547","W"
"7548","W"
"7549","D"
"7550","L"
"7551","W"
"7552","W"
"7553","L"
"7554","W"
"7555","W"
"7556","L"
"7557","D"
"7558","W"
"7559","D"
"7560","W"
"7561","L"
"7562","W"
"7563","L"
"7564","L"
"7565","D"
"7566","D"
"7567","W"
"7568","W"
"7569","W"
"7570","L"
"7571","D"
"7572","W"
"7573","W"
"7574","W"
"7575","W"
"7576","W"
"7577","L"
"7578","W"
"7579","L"
"7580","L"
"7581","L"
"7582","D"
"7583","L"
"7584","W"
"7585","L"
"7586","D"
"7587","D"
"7588","L"
"7589","W"
"7590","W"
"7591","D"
"7592","L"
"7593","D"
"7594","W"
"7595","L"
"7596","D"
"7597","W"
"7598","D"
"7599","W"
"7600","L"
"7601","D"
"7602","W"
"7603","W"
"7604","W"
"7605","L"
"7606","D"
"7607","D"
"7608","D"
"7609","L"
"7610","L"
"7611","D"
"7612","D"
"7613","W"
"7614","L"
"7615","L"
"7616","L"
"7617","L"
"7618","W"
"7619","D"
"7620","L"
"7621","W"
"7622","W"
"7623","W"
"7624","W"
"7625","W"
"7626","W"
"7627","D"
"7628","L"
"7629","L"
"7630","L"
"7631","L"
"7632","L"
"7633","W"
"7634","L"
"7635","D"
"7636","L"
"7637","D"
"7638","W"
"7639","W"
"7640","W"
"7641","W"
"7642","L"
"7643","D"
"7644","W"
"7645","L"
"7646","W"
"7647","L"
"7648","D"
"7649","L"
"7650","L"
"7651","W"
"7652","W"
"7653","W"
"7654","W"
"7655","L"
"7656","W"
"7657","W"
"7658","D"
"7659","L"
"7660","L"
"7661","L"
"7662","W"
"7663","L"
"7664","W"
"7665","W"
"7666","W"
"7667","D"
"7668","L"
"7669","D"
"7670","W"
"7671","W"
"7672","W"
"7673","L"
"7674","D"
"7675","W"
"7676","D"
"7677","L"
"7678","W"
"7679","W"
"7680","D"
"7681","W"
"7682","L"
"7683","W"
"7684","W"
"7685","L"
"7686","W"
"7687","L"
"7688","D"
"7689","W"
"7690","L"
"7691","D"
"7692","D"
"7693","W"
"7694","W"
"7695","D"
"7696","L"
"7697","D"
"7698","W"
"7699","W"
"7700","W"
"7701","L"
"7702","L"
"7703","D"
"7704","D"
"7705","W"
"7706","W"
"7707","D"
"7708","L"
"7709","L"
"7710","L"
"7711","W"
"7712","L"
"7713","L"
"7714","W"
"7715","W"
"7716","W"
"7717","L"
"7718","W"
"7719","W"
"7720","W"
"7721","W"
"7722","L"
"7723","W"
"7724","D"
"7725","D"
"7726","L"
"7727","W"
"7728","W"
"7729","W"
"7730","L"
"7731","D"
"7732","D"
"7733","W"
"7734","D"
"7735","W"
"7736","W"
"7737","D"
"7738","W"
"7739","D"
"7740","D"
"7741","D"
"7742","W"
"7743","L"
"7744","W"
"7745","L"
"7746","D"
"7747","L"
"7748","L"
"7749","W"
"7750","W"
"7751","W"
"7752","W"
"7753","W"
"7754","D"
"7755","W"
"7756","W"
"7757","W"
"7758","D"
"7759","L"
"7760","L"
"7761","W"
"7762","W"
"7763","W"
"7764","D"
"7765","D"
"7766","W"
"7767","D"
"7768","L"
"7769","L"
"7770","W"
"7771","W"
"7772","L"
"7773","L"
"7774","D"
"7775","W"
"7776","D"
"7777","D"
"7778","L"
"7779","D"
"7780","D"
"7781","W"
"7782","D"
"7783","L"
"7784","W"
"7785","L"
"7786","W"
"7787","L"
"7788","D"
"7789","W"
"7790","W"
"7791","L"
"7792","W"
"7793","W"
"7794","L"
"7795","L"
"7796","D"
"7797","W"
"7798","W"
"7799","W"
"7800","D"
"7801","W"
"7802","D"
"7803","D"
"7804","L"
"7805","L"
"7806","D"
"7807","L"
"7808","W"
"7809","L"
"7810","W"
"7811","W"
"7812","D"
"7813","W"
"7814","L"
"7815","D"
"7816","D"
"7817","D"
"7818","W"
"7819","W"
"7820","W"
"7821","L"
"7822","L"
"7823","D"
"7824","D"
"7825","L"
"7826","W"
"7827","W"
"7828","W"
"7829","D"
"7830","L"
"7831","L"
"7832","D"
"7833","L"
"7834","W"
"7835","L"
"7836","W"
"7837","W"
"7838","D"
"7839","W"
"7840","D"
"7841","D"
"7842","W"
"7843","W"
"7844","W"
"7845","W"
"7846","D"
"7847","D"
"7848","D"
"7849","L"
"7850","L"
"7851","L"
"7852","L"
"7853","L"
"7854","W"
"7855","L"
"7856","W"
"7857","W"
"7858","W"
"7859","W"
"7860","W"
"7861","D"
"7862","W"
"7863","W"
"7864","W"
"7865","W"
"7866","L"
"7867","W"
"7868","L"
"7869","L"
"7870","W"
"7871","D"
"7872","W"
"7873","W"
"7874","L"
"7875","L"
"7876","D"
"7877","W"
"7878","D"
"7879","D"
"7880","W"
"7881","W"
"7882","L"
"7883","L"
"7884","L"
"7885","L"
"7886","W"
"7887","L"
"7888","W"
"7889","D"
"7890","D"
"7891","W"
"7892","L"
"7893","D"
"7894","L"
"7895","L"
"7896","D"
"7897","L"
"7898","D"
"7899","L"
"7900","L"
"7901","D"
"7902","L"
"7903","D"
"7904","W"
"7905","W"
"7906","W"
"7907","W"
"7908","W"
"7909","L"
"7910","W"
"7911","L"
"7912","W"
"7913","D"
"7914","W"
"7915","W"
"7916","L"
"7917","W"
"7918","L"
"7919","L"
"7920","D"
"7921","W"
"7922","L"
"7923","D"
"7924","L"
"7925","D"
"7926","W"
"7927","W"
"7928","D"
"7929","W"
"7930","L"
"7931","L"
"7932","W"
"7933","W"
"7934","D"
"7935","W"
"7936","L"
"7937","L"
"7938","L"
"7939","L"
"7940","L"
"7941","D"
"7942","W"
"7943","D"
"7944","D"
"7945","W"
"7946","W"
"7947","W"
"7948","W"
"7949","L"
"7950","W"
"7951","L"
"7952","W"
"7953","L"
"7954","L"
"7955","W"
"7956","W"
"7957","D"
"7958","D"
"7959","W"
"7960","D"
"7961","W"
"7962","L"
"7963","D"
"7964","W"
"7965","D"
"7966","L"
"7967","L"
"7968","L"
"7969","W"
"7970","W"
"7971","W"
"7972","L"
"7973","L"
"7974","W"
"7975","W"
"7976","D"
"7977","W"
"7978","L"
"7979","W"
"7980","L"
"7981","D"
"7982","L"
"7983","D"
"7984","W"
"7985","D"
"7986","W"
"7987","W"
"7988","D"
"7989","L"
"7990","W"
"7991","D"
"7992","L"
"7993","W"
"7994","W"
"7995","W"
"7996","D"
"7997","L"
"7998","W"
"7999","D"
"8000","W"
"8001","D"
"8002","W"
"8003","L"
"8004","W"
"8005","L"
"8006","L"
"8007","L"
"8008","W"
"8009","L"
"8010","W"
"8011","W"
"8012","D"
"8013","L"
"8014","L"
"8015","D"
"8016","L"
"8017","L"
"8018","L"
"8019","W"
"8020","W"
"8021","W"
"8022","D"
"8023","L"
"8024","D"
"8025","L"
"8026","D"
"8027","D"
"8028","D"
"8029","W"
"8030","W"
"8031","L"
"8032","W"
"8033","D"
"8034","W"
"8035","W"
"8036","L"
"8037","L"
"8038","W"
"8039","L"
"8040","W"
"8041","D"
"8042","W"
"8043","L"
"8044","D"
"8045","D"
"8046","W"
"8047","D"
"8048","D"
"8049","W"
"8050","D"
"8051","W"
"8052","L"
"8053","D"
"8054","L"
"8055","L"
"8056","W"
"8057","L"
"8058","W"
"8059","L"
"8060","D"
"8061","D"
"8062","W"
"8063","L"
"8064","W"
"8065","W"
"8066","W"
"8067","W"
"8068","L"
"8069","W"
"8070","D"
"8071","L"
"8072","L"
"8073","D"
"8074","W"
"8075","W"
"8076","L"
"8077","W"
"8078","D"
"8079","L"
"8080","W"
"8081","W"
"8082","W"
"8083","L"
"8084","W"
"8085","L"
"8086","L"
"8087","D"
"8088","W"
"8089","D"
"8090","L"
"8091","W"
"8092","W"
"8093","D"
"8094","D"
"8095","W"
"8096","L"
"8097","W"
"8098","D"
"8099","L"
"8100","D"
"8101","W"
"8102","D"
"8103","L"
"8104","D"
"8105","L"
"8106","W"
"8107","L"
"8108","W"
"8109","L"
"8110","D"
"8111","L"
"8112","W"
"8113","L"
"8114","W"
"8115","D"
"8116","W"
"8117","W"
"8118","W"
"8119","D"
"8120","L"
"8121","D"
"8122","W"
"8123","D"
"8124","D"
"8125","L"
"8126","D"
"8127","L"
"8128","W"
"8129","L"
"8130","L"
"8131","D"
"8132","W"
"8133","W"
"8134","L"
"8135","L"
"8136","W"
